"","name","lat","long","segment","isCentralOffice"
"598","1251346 New Cingular Wireless Pcs LLC (AT&T)",40.660472,-75.464639,299,FALSE
"599","BNGRPAXB COMMONWEALTH TELEPHONE COMPANY",40.8696,-75.2112,300,TRUE
"600","1251346 New Cingular Wireless Pcs LLC (AT&T)",40.660472,-75.464639,300,FALSE
"601","PTLDPAXP COMMONWEALTH TELEPHONE COMPANY",40.921,-75.098,301,TRUE
"602","1257204 T-Mobile Northeast LLC",40.648389,-75.4635,301,FALSE
"603","RMNHPAXR COMMONWEALTH TELEPHONE COMPANY",40.8484,-75.1419,302,TRUE
"604","1257204 T-Mobile Northeast LLC",40.648389,-75.4635,302,FALSE
"605","BNGRPAXB COMMONWEALTH TELEPHONE COMPANY",40.8696,-75.2112,303,TRUE
"606","1257204 T-Mobile Northeast LLC",40.648389,-75.4635,303,FALSE
"607","PTLDPAXP COMMONWEALTH TELEPHONE COMPANY",40.921,-75.098,304,TRUE
"608","1278063 Stc Five LLC (SPRINT)",40.584417,-75.462694,304,FALSE
"609","RMNHPAXR COMMONWEALTH TELEPHONE COMPANY",40.8484,-75.1419,305,TRUE
"610","1278063 Stc Five LLC (SPRINT)",40.584417,-75.462694,305,FALSE
"611","BNGRPAXB COMMONWEALTH TELEPHONE COMPANY",40.8696,-75.2112,306,TRUE
"612","1278063 Stc Five LLC (SPRINT)",40.584417,-75.462694,306,FALSE
"613","PTLDPAXP COMMONWEALTH TELEPHONE COMPANY",40.921,-75.098,307,TRUE
"614","1254385 Allentown SMSA LP (Verizon) ",40.659139,-75.462667,307,FALSE
"615","RMNHPAXR COMMONWEALTH TELEPHONE COMPANY",40.8484,-75.1419,308,TRUE
"616","1254385 Allentown SMSA LP (Verizon) ",40.659139,-75.462667,308,FALSE
"617","BNGRPAXB COMMONWEALTH TELEPHONE COMPANY",40.8696,-75.2112,309,TRUE
"618","1254385 Allentown SMSA LP (Verizon) ",40.659139,-75.462667,309,FALSE
"619","PTLDPAXP COMMONWEALTH TELEPHONE COMPANY",40.921,-75.098,310,TRUE
"620","1208895 Spectrasite Communications LLC. Through American Towers LLC.",40.743861,-75.456528,310,FALSE
"621","RMNHPAXR COMMONWEALTH TELEPHONE COMPANY",40.8484,-75.1419,311,TRUE
"622","1208895 Spectrasite Communications LLC. Through American Towers LLC.",40.743861,-75.456528,311,FALSE
"623","BNGRPAXB COMMONWEALTH TELEPHONE COMPANY",40.8696,-75.2112,312,TRUE
"624","1208895 Spectrasite Communications LLC. Through American Towers LLC.",40.743861,-75.456528,312,FALSE
"625","PTLDPAXP COMMONWEALTH TELEPHONE COMPANY",40.921,-75.098,313,TRUE
"626","1026029 J&D Brothers Inc",40.564167,-75.454444,313,FALSE
"627","RMNHPAXR COMMONWEALTH TELEPHONE COMPANY",40.8484,-75.1419,314,TRUE
"628","1026029 J&D Brothers Inc",40.564167,-75.454444,314,FALSE
"629","BNGRPAXB COMMONWEALTH TELEPHONE COMPANY",40.8696,-75.2112,315,TRUE
"630","1026029 J&D Brothers Inc",40.564167,-75.454444,315,FALSE
"631","PTLDPAXP COMMONWEALTH TELEPHONE COMPANY",40.921,-75.098,316,TRUE
"632","1218111 New Cingular Wireless Pcs LLC (AT&T)",40.698861,-75.452611,316,FALSE
"633","RMNHPAXR COMMONWEALTH TELEPHONE COMPANY",40.8484,-75.1419,317,TRUE
"634","1218111 New Cingular Wireless Pcs LLC (AT&T)",40.698861,-75.452611,317,FALSE
"635","BNGRPAXB COMMONWEALTH TELEPHONE COMPANY",40.8696,-75.2112,318,TRUE
"636","1218111 New Cingular Wireless Pcs LLC (AT&T)",40.698861,-75.452611,318,FALSE
"637","MCNGPAXM VERIZON NORTH INC.-PA (CONTEL)",40.5181,-75.5581,319,TRUE
"638","1225641 Spectrasite Communications LLC. Through American Towers LLC.",40.865,-75.449583,319,FALSE
"639","PTLDPAXP COMMONWEALTH TELEPHONE COMPANY",40.921,-75.098,320,TRUE
"640","1225641 Spectrasite Communications LLC. Through American Towers LLC.",40.865,-75.449583,320,FALSE
"641","CPBGPAXC COMMONWEALTH TELEPHONE COMPANY",40.5156,-75.3892,321,TRUE
"642","1225641 Spectrasite Communications LLC. Through American Towers LLC.",40.865,-75.449583,321,FALSE
"643","PTLDPAXP COMMONWEALTH TELEPHONE COMPANY",40.921,-75.098,322,TRUE
"644","1265087 American Towers LLC",40.6145,-75.447861,322,FALSE
"645","RMNHPAXR COMMONWEALTH TELEPHONE COMPANY",40.8484,-75.1419,323,TRUE
"646","1265087 American Towers LLC",40.6145,-75.447861,323,FALSE
"647","BNGRPAXB COMMONWEALTH TELEPHONE COMPANY",40.8696,-75.2112,324,TRUE
"648","1265087 American Towers LLC",40.6145,-75.447861,324,FALSE
"649","PTLDPAXP COMMONWEALTH TELEPHONE COMPANY",40.921,-75.098,325,TRUE
"650","1224228 Crown Atlantic Company LLC. ",40.625417,-75.447361,325,FALSE
"651","RMNHPAXR COMMONWEALTH TELEPHONE COMPANY",40.8484,-75.1419,326,TRUE
"652","1224228 Crown Atlantic Company LLC. ",40.625417,-75.447361,326,FALSE
"653","BNGRPAXB COMMONWEALTH TELEPHONE COMPANY",40.8696,-75.2112,327,TRUE
"654","1224228 Crown Atlantic Company LLC. ",40.625417,-75.447361,327,FALSE
"655","PTLDPAXP COMMONWEALTH TELEPHONE COMPANY",40.921,-75.098,328,TRUE
"656","1228312 New Cingular Wireless Pcs LLC (AT&T)",40.464389,-75.44625,328,FALSE
"657","RMNHPAXR COMMONWEALTH TELEPHONE COMPANY",40.8484,-75.1419,329,TRUE
"658","1228312 New Cingular Wireless Pcs LLC (AT&T)",40.464389,-75.44625,329,FALSE
"659","BNGRPAXB COMMONWEALTH TELEPHONE COMPANY",40.8696,-75.2112,330,TRUE
"660","1228312 New Cingular Wireless Pcs LLC (AT&T)",40.464389,-75.44625,330,FALSE
"661","PTLDPAXP COMMONWEALTH TELEPHONE COMPANY",40.921,-75.098,331,TRUE
"662","1288617 Allentown SMSA LP (Verizon) ",40.606361,-75.443194,331,FALSE
"663","RMNHPAXR COMMONWEALTH TELEPHONE COMPANY",40.8484,-75.1419,332,TRUE
"664","1288617 Allentown SMSA LP (Verizon) ",40.606361,-75.443194,332,FALSE
"665","BNGRPAXB COMMONWEALTH TELEPHONE COMPANY",40.8696,-75.2112,333,TRUE
"666","1288617 Allentown SMSA LP (Verizon) ",40.606361,-75.443194,333,FALSE
"667","PTLDPAXP COMMONWEALTH TELEPHONE COMPANY",40.921,-75.098,334,TRUE
"668","1031215 Marantha Broadcasting Co Inc",40.564444,-75.44,334,FALSE
"669","RMNHPAXR COMMONWEALTH TELEPHONE COMPANY",40.8484,-75.1419,335,TRUE
"670","1031215 Marantha Broadcasting Co Inc",40.564444,-75.44,335,FALSE
"671","BNGRPAXB COMMONWEALTH TELEPHONE COMPANY",40.8696,-75.2112,336,TRUE
"672","1031215 Marantha Broadcasting Co Inc",40.564444,-75.44,336,FALSE
"673","PTLDPAXP COMMONWEALTH TELEPHONE COMPANY",40.921,-75.098,337,TRUE
"674","1200639 New Cingular Wireless Pcs LLC (AT&T)",40.538083,-75.439472,337,FALSE
"675","RMNHPAXR COMMONWEALTH TELEPHONE COMPANY",40.8484,-75.1419,338,TRUE
"676","1200639 New Cingular Wireless Pcs LLC (AT&T)",40.538083,-75.439472,338,FALSE
"677","BNGRPAXB COMMONWEALTH TELEPHONE COMPANY",40.8696,-75.2112,339,TRUE
"678","1200639 New Cingular Wireless Pcs LLC (AT&T)",40.538083,-75.439472,339,FALSE
"679","PTLDPAXP COMMONWEALTH TELEPHONE COMPANY",40.921,-75.098,340,TRUE
"680","1026721 Service Electric Cable Tv Inc",40.565,-75.437778,340,FALSE
"681","RMNHPAXR COMMONWEALTH TELEPHONE COMPANY",40.8484,-75.1419,341,TRUE
"682","1026721 Service Electric Cable Tv Inc",40.565,-75.437778,341,FALSE
"683","BNGRPAXB COMMONWEALTH TELEPHONE COMPANY",40.8696,-75.2112,342,TRUE
"684","1026721 Service Electric Cable Tv Inc",40.565,-75.437778,342,FALSE
"685","PTLDPAXP COMMONWEALTH TELEPHONE COMPANY",40.921,-75.098,343,TRUE
"686","1251575 New Cingular Wireless Pcs LLC (AT&T)",40.632694,-75.437611,343,FALSE
"687","RMNHPAXR COMMONWEALTH TELEPHONE COMPANY",40.8484,-75.1419,344,TRUE
"688","1251575 New Cingular Wireless Pcs LLC (AT&T)",40.632694,-75.437611,344,FALSE
"689","BNGRPAXB COMMONWEALTH TELEPHONE COMPANY",40.8696,-75.2112,345,TRUE
"690","1251575 New Cingular Wireless Pcs LLC (AT&T)",40.632694,-75.437611,345,FALSE
"691","PTLDPAXP COMMONWEALTH TELEPHONE COMPANY",40.921,-75.098,346,TRUE
"692","1243416 Sba 2012 Tc Assets LLC",40.699556,-75.437194,346,FALSE
"693","RMNHPAXR COMMONWEALTH TELEPHONE COMPANY",40.8484,-75.1419,347,TRUE
"694","1243416 Sba 2012 Tc Assets LLC",40.699556,-75.437194,347,FALSE
"695","BNGRPAXB COMMONWEALTH TELEPHONE COMPANY",40.8696,-75.2112,348,TRUE
"696","1243416 Sba 2012 Tc Assets LLC",40.699556,-75.437194,348,FALSE
"697","PTLDPAXP COMMONWEALTH TELEPHONE COMPANY",40.921,-75.098,349,TRUE
"698","1245236 T-Mobile Northeast LLC",40.594722,-75.436778,349,FALSE
"699","RMNHPAXR COMMONWEALTH TELEPHONE COMPANY",40.8484,-75.1419,350,TRUE
"700","1245236 T-Mobile Northeast LLC",40.594722,-75.436778,350,FALSE
"701","BNGRPAXB COMMONWEALTH TELEPHONE COMPANY",40.8696,-75.2112,351,TRUE
"702","1245236 T-Mobile Northeast LLC",40.594722,-75.436778,351,FALSE
"703","PTLDPAXP COMMONWEALTH TELEPHONE COMPANY",40.921,-75.098,352,TRUE
"704","1055880 American Towers LLC",40.632694,-75.43625,352,FALSE
"705","RMNHPAXR COMMONWEALTH TELEPHONE COMPANY",40.8484,-75.1419,353,TRUE
"706","1055880 American Towers LLC",40.632694,-75.43625,353,FALSE
"707","BNGRPAXB COMMONWEALTH TELEPHONE COMPANY",40.8696,-75.2112,354,TRUE
"708","1055880 American Towers LLC",40.632694,-75.43625,354,FALSE
"709","PTLDPAXP COMMONWEALTH TELEPHONE COMPANY",40.921,-75.098,355,TRUE
"710","1254486 T-Mobile Northeast LLC",40.594528,-75.436,355,FALSE
"711","RMNHPAXR COMMONWEALTH TELEPHONE COMPANY",40.8484,-75.1419,356,TRUE
"712","1254486 T-Mobile Northeast LLC",40.594528,-75.436,356,FALSE
"713","BNGRPAXB COMMONWEALTH TELEPHONE COMPANY",40.8696,-75.2112,357,TRUE
"714","1254486 T-Mobile Northeast LLC",40.594528,-75.436,357,FALSE
"715","PTLDPAXP COMMONWEALTH TELEPHONE COMPANY",40.921,-75.098,358,TRUE
"716","1027478 Begovich Nicholas J:begovich Martha A",40.569444,-75.435833,358,FALSE
"717","RMNHPAXR COMMONWEALTH TELEPHONE COMPANY",40.8484,-75.1419,359,TRUE
"718","1027478 Begovich Nicholas J:begovich Martha A",40.569444,-75.435833,359,FALSE
"719","BNGRPAXB COMMONWEALTH TELEPHONE COMPANY",40.8696,-75.2112,360,TRUE
"720","1027478 Begovich Nicholas J:begovich Martha A",40.569444,-75.435833,360,FALSE
"721","PTLDPAXP COMMONWEALTH TELEPHONE COMPANY",40.921,-75.098,361,TRUE
"722","1026287 American Towers LLC",40.565972,-75.43575,361,FALSE
"723","RMNHPAXR COMMONWEALTH TELEPHONE COMPANY",40.8484,-75.1419,362,TRUE
"724","1026287 American Towers LLC",40.565972,-75.43575,362,FALSE
"725","BNGRPAXB COMMONWEALTH TELEPHONE COMPANY",40.8696,-75.2112,363,TRUE
"726","1026287 American Towers LLC",40.565972,-75.43575,363,FALSE
"727","PTLDPAXP COMMONWEALTH TELEPHONE COMPANY",40.921,-75.098,364,TRUE
"728","1261091 Sba Monarch Towers II LLC",40.595278,-75.435556,364,FALSE
"729","RMNHPAXR COMMONWEALTH TELEPHONE COMPANY",40.8484,-75.1419,365,TRUE
"730","1261091 Sba Monarch Towers II LLC",40.595278,-75.435556,365,FALSE
"731","BNGRPAXB COMMONWEALTH TELEPHONE COMPANY",40.8696,-75.2112,366,TRUE
"732","1261091 Sba Monarch Towers II LLC",40.595278,-75.435556,366,FALSE
"733","PTLDPAXP COMMONWEALTH TELEPHONE COMPANY",40.921,-75.098,367,TRUE
"734","1026545 American Towers LLC",40.567194,-75.434306,367,FALSE
"735","RMNHPAXR COMMONWEALTH TELEPHONE COMPANY",40.8484,-75.1419,368,TRUE
"736","1026545 American Towers LLC",40.567194,-75.434306,368,FALSE
"737","BNGRPAXB COMMONWEALTH TELEPHONE COMPANY",40.8696,-75.2112,369,TRUE
"738","1026545 American Towers LLC",40.567194,-75.434306,369,FALSE
"739","PTLDPAXP COMMONWEALTH TELEPHONE COMPANY",40.921,-75.098,370,TRUE
"740","1217004 Rcn Telcom Services (lehigh) LLC",40.700139,-75.434028,370,FALSE
"741","RMNHPAXR COMMONWEALTH TELEPHONE COMPANY",40.8484,-75.1419,371,TRUE
"742","1217004 Rcn Telcom Services (lehigh) LLC",40.700139,-75.434028,371,FALSE
"743","BNGRPAXB COMMONWEALTH TELEPHONE COMPANY",40.8696,-75.2112,372,TRUE
"744","1217004 Rcn Telcom Services (lehigh) LLC",40.700139,-75.434028,372,FALSE
"745","PTLDPAXP COMMONWEALTH TELEPHONE COMPANY",40.921,-75.098,373,TRUE
"746","1206208 Pp&l Inc",40.56925,-75.433778,373,FALSE
"747","RMNHPAXR COMMONWEALTH TELEPHONE COMPANY",40.8484,-75.1419,374,TRUE
"748","1206208 Pp&l Inc",40.56925,-75.433778,374,FALSE
"749","BNGRPAXB COMMONWEALTH TELEPHONE COMPANY",40.8696,-75.2112,375,TRUE
"750","1206208 Pp&l Inc",40.56925,-75.433778,375,FALSE
"751","PTLDPAXP COMMONWEALTH TELEPHONE COMPANY",40.921,-75.098,376,TRUE
"752","1216985 Rcn Telcom Services (lehigh) LLC",40.699944,-75.432889,376,FALSE
"753","RMNHPAXR COMMONWEALTH TELEPHONE COMPANY",40.8484,-75.1419,377,TRUE
"754","1216985 Rcn Telcom Services (lehigh) LLC",40.699944,-75.432889,377,FALSE
"755","BNGRPAXB COMMONWEALTH TELEPHONE COMPANY",40.8696,-75.2112,378,TRUE
"756","1216985 Rcn Telcom Services (lehigh) LLC",40.699944,-75.432889,378,FALSE
"757","PTLDPAXP COMMONWEALTH TELEPHONE COMPANY",40.921,-75.098,379,TRUE
"758","1216981 Rcn Telcom Services (lehigh) LLC",40.700111,-75.432139,379,FALSE
"759","RMNHPAXR COMMONWEALTH TELEPHONE COMPANY",40.8484,-75.1419,380,TRUE
"760","1216981 Rcn Telcom Services (lehigh) LLC",40.700111,-75.432139,380,FALSE
"761","BNGRPAXB COMMONWEALTH TELEPHONE COMPANY",40.8696,-75.2112,381,TRUE
"762","1216981 Rcn Telcom Services (lehigh) LLC",40.700111,-75.432139,381,FALSE
"763","PTLDPAXP COMMONWEALTH TELEPHONE COMPANY",40.921,-75.098,382,TRUE
"764","1016094 Tuway Communications",40.572222,-75.430556,382,FALSE
"765","RMNHPAXR COMMONWEALTH TELEPHONE COMPANY",40.8484,-75.1419,383,TRUE
"766","1016094 Tuway Communications",40.572222,-75.430556,383,FALSE
"767","BNGRPAXB COMMONWEALTH TELEPHONE COMPANY",40.8696,-75.2112,384,TRUE
"768","1016094 Tuway Communications",40.572222,-75.430556,384,FALSE
"769","PTLDPAXP COMMONWEALTH TELEPHONE COMPANY",40.921,-75.098,385,TRUE
"770","1025308 Industrial Communications Co",40.571667,-75.429722,385,FALSE
"771","RMNHPAXR COMMONWEALTH TELEPHONE COMPANY",40.8484,-75.1419,386,TRUE
"772","1025308 Industrial Communications Co",40.571667,-75.429722,386,FALSE
"773","BNGRPAXB COMMONWEALTH TELEPHONE COMPANY",40.8696,-75.2112,387,TRUE
"774","1025308 Industrial Communications Co",40.571667,-75.429722,387,FALSE
"775","PTLDPAXP COMMONWEALTH TELEPHONE COMPANY",40.921,-75.098,388,TRUE
"776","1054116 Pinnacle Towers LLC",40.430333,-75.426528,388,FALSE
"777","RMNHPAXR COMMONWEALTH TELEPHONE COMPANY",40.8484,-75.1419,389,TRUE
"778","1054116 Pinnacle Towers LLC",40.430333,-75.426528,389,FALSE
"779","BNGRPAXB COMMONWEALTH TELEPHONE COMPANY",40.8696,-75.2112,390,TRUE
"780","1054116 Pinnacle Towers LLC",40.430333,-75.426528,390,FALSE
"781","PTLDPAXP COMMONWEALTH TELEPHONE COMPANY",40.921,-75.098,391,TRUE
"782","1254129 Allentown SMSA LP (Verizon) ",40.580528,-75.425361,391,FALSE
"783","RMNHPAXR COMMONWEALTH TELEPHONE COMPANY",40.8484,-75.1419,392,TRUE
"784","1254129 Allentown SMSA LP (Verizon) ",40.580528,-75.425361,392,FALSE
"785","BNGRPAXB COMMONWEALTH TELEPHONE COMPANY",40.8696,-75.2112,393,TRUE
"786","1254129 Allentown SMSA LP (Verizon) ",40.580528,-75.425361,393,FALSE
"787","PTLDPAXP COMMONWEALTH TELEPHONE COMPANY",40.921,-75.098,394,TRUE
"788","1251667 T-Mobile Northeast LLC",40.621639,-75.423806,394,FALSE
"789","RMNHPAXR COMMONWEALTH TELEPHONE COMPANY",40.8484,-75.1419,395,TRUE
"790","1251667 T-Mobile Northeast LLC",40.621639,-75.423806,395,FALSE
"791","BNGRPAXB COMMONWEALTH TELEPHONE COMPANY",40.8696,-75.2112,396,TRUE
"792","1251667 T-Mobile Northeast LLC",40.621639,-75.423806,396,FALSE
"793","PTLDPAXP COMMONWEALTH TELEPHONE COMPANY",40.921,-75.098,397,TRUE
"794","1234747 Tuway Communications",40.652861,-75.421556,397,FALSE
"795","RMNHPAXR COMMONWEALTH TELEPHONE COMPANY",40.8484,-75.1419,398,TRUE
"796","1234747 Tuway Communications",40.652861,-75.421556,398,FALSE
"797","BNGRPAXB COMMONWEALTH TELEPHONE COMPANY",40.8696,-75.2112,399,TRUE
"798","1234747 Tuway Communications",40.652861,-75.421556,399,FALSE
"799","PTLDPAXP COMMONWEALTH TELEPHONE COMPANY",40.921,-75.098,400,TRUE
"800","1266532 T-Mobile Usa Tower LLC",40.636472,-75.421056,400,FALSE
"801","RMNHPAXR COMMONWEALTH TELEPHONE COMPANY",40.8484,-75.1419,401,TRUE
"802","1266532 T-Mobile Usa Tower LLC",40.636472,-75.421056,401,FALSE
"803","BNGRPAXB COMMONWEALTH TELEPHONE COMPANY",40.8696,-75.2112,402,TRUE
"804","1266532 T-Mobile Usa Tower LLC",40.636472,-75.421056,402,FALSE
"805","PTLDPAXP COMMONWEALTH TELEPHONE COMPANY",40.921,-75.098,403,TRUE
"806","1204088 Rcn Telcom Services (lehigh) LLC",40.598167,-75.421028,403,FALSE
"807","RMNHPAXR COMMONWEALTH TELEPHONE COMPANY",40.8484,-75.1419,404,TRUE
"808","1204088 Rcn Telcom Services (lehigh) LLC",40.598167,-75.421028,404,FALSE
"809","BNGRPAXB COMMONWEALTH TELEPHONE COMPANY",40.8696,-75.2112,405,TRUE
"810","1204088 Rcn Telcom Services (lehigh) LLC",40.598167,-75.421028,405,FALSE
"811","PTLDPAXP COMMONWEALTH TELEPHONE COMPANY",40.921,-75.098,406,TRUE
"812","1280655 New Cingular Wireless Pcs LLC (AT&T)",40.73425,-75.420528,406,FALSE
"813","RMNHPAXR COMMONWEALTH TELEPHONE COMPANY",40.8484,-75.1419,407,TRUE
"814","1280655 New Cingular Wireless Pcs LLC (AT&T)",40.73425,-75.420528,407,FALSE
"815","MCNGPAXM VERIZON NORTH INC.-PA (CONTEL)",40.5181,-75.5581,408,TRUE
"816","1280655 New Cingular Wireless Pcs LLC (AT&T)",40.73425,-75.420528,408,FALSE
"817","PTLDPAXP COMMONWEALTH TELEPHONE COMPANY",40.921,-75.098,409,TRUE
"818","1026152 Begovich Nicholas J:begovich Martha A",40.658333,-75.419722,409,FALSE
"819","RMNHPAXR COMMONWEALTH TELEPHONE COMPANY",40.8484,-75.1419,410,TRUE
"820","1026152 Begovich Nicholas J:begovich Martha A",40.658333,-75.419722,410,FALSE
"821","BNGRPAXB COMMONWEALTH TELEPHONE COMPANY",40.8696,-75.2112,411,TRUE
"822","1026152 Begovich Nicholas J:begovich Martha A",40.658333,-75.419722,411,FALSE
"823","PTLDPAXP COMMONWEALTH TELEPHONE COMPANY",40.921,-75.098,412,TRUE
"824","1026599 Citadel Broadcasting Co",40.598611,-75.419722,412,FALSE
"825","RMNHPAXR COMMONWEALTH TELEPHONE COMPANY",40.8484,-75.1419,413,TRUE
"826","1026599 Citadel Broadcasting Co",40.598611,-75.419722,413,FALSE
"827","BNGRPAXB COMMONWEALTH TELEPHONE COMPANY",40.8696,-75.2112,414,TRUE
"828","1026599 Citadel Broadcasting Co",40.598611,-75.419722,414,FALSE
"829","PTLDPAXP COMMONWEALTH TELEPHONE COMPANY",40.921,-75.098,415,TRUE
"830","1026723 Service Electric Cable Tv Inc",40.598611,-75.419722,415,FALSE
"831","RMNHPAXR COMMONWEALTH TELEPHONE COMPANY",40.8484,-75.1419,416,TRUE
"832","1026723 Service Electric Cable Tv Inc",40.598611,-75.419722,416,FALSE
"833","BNGRPAXB COMMONWEALTH TELEPHONE COMPANY",40.8696,-75.2112,417,TRUE
"834","1026723 Service Electric Cable Tv Inc",40.598611,-75.419722,417,FALSE
"835","PTLDPAXP COMMONWEALTH TELEPHONE COMPANY",40.921,-75.098,418,TRUE
"836","1054486 Pinnacle Towers LLC",40.598167,-75.418556,418,FALSE
"837","RMNHPAXR COMMONWEALTH TELEPHONE COMPANY",40.8484,-75.1419,419,TRUE
"838","1054486 Pinnacle Towers LLC",40.598167,-75.418556,419,FALSE
"839","BNGRPAXB COMMONWEALTH TELEPHONE COMPANY",40.8696,-75.2112,420,TRUE
"840","1054486 Pinnacle Towers LLC",40.598167,-75.418556,420,FALSE
"841","PTLDPAXP COMMONWEALTH TELEPHONE COMPANY",40.921,-75.098,421,TRUE
"842","1207439 Network Management Ltd",40.650556,-75.4125,421,FALSE
"843","RMNHPAXR COMMONWEALTH TELEPHONE COMPANY",40.8484,-75.1419,422,TRUE
"844","1207439 Network Management Ltd",40.650556,-75.4125,422,FALSE
"845","BNGRPAXB COMMONWEALTH TELEPHONE COMPANY",40.8696,-75.2112,423,TRUE
"846","1207439 Network Management Ltd",40.650556,-75.4125,423,FALSE
