ID,BridgeClass,Census Tract,Name,Owner,BridgeType,Width,NumSpans,MaxSpanLength,SkewAngle,SeatLength,SeatWidth,YearBuilt,YearRemodeled,PierType,FoundationType,ScourIndex,Traffic,TrafficIndex,Condition,Cost,Latitude,Longitude
PA018519,HWB3 ,42095015300,SR 611 (LR 48027),State Highway Agency,,8,1,9,45,,,1926,0,N000000000,,7,2783,,,169.52,40.84478,-75.14339
PA018520,HWB3 ,42095018300,SR 611(LR 517),State Highway Agency,,13.1,1,9,0,,,1907,0,N000000000,,5,5238,,,300.72,40.92131,-75.09581
PA018521,HWB3 ,42095016001,SR 946 (LR 752),State Highway Agency,,7.8,1,8,30,,,1932,0,N000000000,,3,3359,,,110.19,40.78406,-75.48978
PA018522,HWB3 ,42095015902,SR 946 (LR 752),State Highway Agency,,7.8,1,10,15,,,1932,0,N000000000,,3,3359,,,151.51,40.77961,-75.45856
PA018523,HWB12,42095015801,SR 1001 (LR 48071),State Highway Agency,,7.8,2,10,0,,,1940,0,N000000000,,6,3513,,,275.46,40.7875,-75.29894
PA018524,HWB3 ,42095015400,SR 1004 (LR 48025),State Highway Agency,,7.9,1,13,30,,,1927,0,N000000000,,3,2597,,,195.3,40.80269,-75.12597
PA018525,HWB17,42095015801,SR 1006 (LR 48095),State Highway Agency,,14,3,20,0,,,1970,0,N000000000,,6,806,,,"1,285.50",40.77111,-75.27983
PA018526,HWB17,42095015500,SR 1006 (LR 48095),State Highway Agency,,14,4,30,2,,,1970,0,H044900000,,N,806,,,"2,126.02",40.77167,-75.27667
PA018528,HWB3 ,42095015802,SR 1010 (LR 48087),State Highway Agency,,12.1,1,10,5,,,1977,0,N000000000,,5,730,,,213.66,40.79847,-75.30922
PA018529,HWB3 ,42095015801,SR 1012 (LR 48087),State Highway Agency,,11.4,1,25,15,,,1961,0,N000000000,,5,1308,,,523.38,40.78264,-75.29264
PA018530,HWB5 ,42095015300,SR 1015 (LR 165),State Highway Agency,,9.3,2,6,30,,,1919,0,N000000000,,4,1703,,,229.91,40.82483,-75.20306
PA018531,HWB5 ,42095015300,SR 1015 (LR 165),State Highway Agency,,8.4,2,9,30,,,1920,0,N000000000,,3,1703,,,311.49,40.83083,-75.19897
PA018532,HWB3 ,42095015201,SR 1015 (LR 165),State Highway Agency,,12,1,9,30,,,1911,0,N000000000,,2,3092,,,233.09,40.86539,-75.20419
PA018533,HWB3 ,42095015201,SR 1015(LR 165),State Highway Agency,,13.3,1,10,15,,,1911,0,N000000000,,4,3092,,,258.34,40.86594,-75.2045
PA018534,HWB3 ,42095015500,SR 1016 (LR 48036),State Highway Agency,,6.1,1,9,0,,,1927,0,N000000000,,3,583,,,107.71,40.81725,-75.27953
PA018535,HWB3 ,42095015500,SR 1016 (LR 48036),State Highway Agency,,6.7,1,6,0,,,1922,0,N000000000,,3,1740,,,82.82,40.85183,-75.24372
PA018536,HWB3 ,42095015300,SR 1017 (LR 48028),State Highway Agency,,7.8,1,7,0,,,1949,0,N000000000,,3,1187,,,110.19,40.85631,-75.15297
PA018537,HWB28,42095018300,SR 1032 (LR 166),State Highway Agency,,10,2,7,30,,,1921,0,N000000000,,8,2713,,,211.9,40.91811,-75.10008
PA018538,HWB3 ,42095015201,SR 1033(LR48089SP),State Highway Agency,,14.3,1,14,20,,,1915,0,N000000000,,4,3581,,,353.51,40.86931,-75.20683
PA018539,HWB3 ,42095015300,SR 1033(LR48075SP),State Highway Agency,,8,1,11,52,,,1931,0,N000000000,,2,1146,,,169.52,40.87883,-75.2095
PA018540,HWB3 ,42095018300,SR 1033 (LR 48075),State Highway Agency,,7.7,1,7,20,,,1960,0,N000000000,,3,1146,,,95.18,40.89097,-75.20706
PA018541,HWB3 ,42095018001,SR 2001 (LR 48009),State Highway Agency,,7.4,1,9,0,,,1930,0,N000000000,,3,1044,,,130.67,40.60578,-75.28281
PA018542,HWB28,42095018100,SR 2003 (LR 48007),State Highway Agency,,6.2,3,5,0,,,1857,0,N000000000,,6,727,,,153.27,40.61075,-75.231
PA018543,HWB3 ,42095018001,SR 2004(LR 48094),State Highway Agency,,10.8,1,7,0,,,1964,0,N000000000,,6,1593,,,133.49,40.57831,-75.32272
PA018544,HWB22,42095018100,SR 2005,Private,,20.6,2,33,0,,,1987,0,H051000000,,N,11421,,,"2,364.41",40.67167,-75.215
PA018546,HWB3 ,42095018001,SR 2006(LR 48006),State Highway Agency,,10.3,1,9,30,,,1956,0,N000000000,,3,3726,,,181.88,40.60686,-75.30167
PA018547,HWB28,42095018100,SR 2006 (LR 48006),State Highway Agency,,7.5,2,3,0,,,1896,0,N000000000,,3,1153,,,92.7,40.61917,-75.23139
PA018548,HWB15,42095018001,SR 2012 (LR 48010),State Highway Agency,,11.5,4,50,48,,,1987,0,H104300000,,N,1040,,,"3,188.15",40.62333,-75.285
PA018552,HWB17,42095018100,SR 2016(LR 48121),Private,,10.2,4,34,18,,,1988,0,H057100000,, ,1077,,,"1,675.04",40.67667,-75.19
PA018554,HWB3 ,42095014200,SR 2017 (LR 48019),State Highway Agency,,21.5,1,28,21,,,1954,0,H043400000,,N,11548,,,"1,138.94",40.695,-75.23
PA018556,HWB10,42095017401,SR 2017 (LR 48019),State Highway Agency,,8,2,14,0,,,1924,0,N000000000,,2,6662,,,423.79,40.74839,-75.26242
PA018557,HWB28,42095014200,SR 2019 (LR 48021),State Highway Agency,,14,3,9,0,,,1886,0,N000000000,,4,18824,,,692.19,40.69633,-75.22833
PA018558,HWB3 ,42095017000,SR 2025 (LR 166),State Highway Agency,,13,1,14,0,,,1929,0,N000000000,,2,19375,,,344.33,40.75444,-75.25922
PA018559,HWB3 ,42095017605,SR 2028 (LR 48017),State Highway Agency,,10.8,1,26,6,,,1954,0,H044400000,,N,1421,,,553.05,40.68333,-75.27833
PA018561,HWB3 ,42095017501,SR 2028 (LR 48018),State Highway Agency,,13.4,1,26,7,,,1954,0,H043100000,,N,16599,,,686.19,40.68333,-75.26167
PA018563,HWB3 ,42095018002,SR 3003(LR 48001),State Highway Agency,,10.2,1,28,0,,,1962,0,N000000000,,3,1537,,,540.33,40.55953,-75.35675
PA018564,HWB3 ,42095018002,SR 3003 (LR 48003),State Highway Agency,,13.3,1,9,30,,,1959,0,N000000000,,3,9826,,,211.37,40.57344,-75.36914
PA018565,HWB22,42095018002,SR 3004(LR 48118),State Highway Agency,,12,3,37,0,,,1987,0,H073300000,,N,6671,,,"2,055.39",40.58833,-75.37833
PA018567,HWB3 ,42095018002,SR 3004 (LR 48003),State Highway Agency,,7.9,1,8,30,,,1938,0,N000000000,,3,8075,,,111.6,40.57856,-75.35947
PA018568,HWB12,42095018002,SR 3004 (LR 48003),State Highway Agency,,7.6,2,17,0,,,1938,0,N000000000,,6,8075,,,483.12,40.57892,-75.34539
PA018570,HWB3 ,42095016400,SR 3016(LR 48068),State Highway Agency,,7.8,1,17,0,,,1939,0,N000000000,,6,2819,,,247.92,40.72983,-75.50464
PA018571,HWB12,42095016400,SR 3016(LR48068),State Highway Agency,,8.7,2,14,0,,,1939,0,N000000000,,4,2819,,,445.51,40.72108,-75.50447
PA018572,HWB3 ,42095016500,SR 3018(LR 48050),State Highway Agency,,7.9,1,9,45,,,1935,0,N000000000,,6,537,,,139.5,40.72478,-75.43842
PA018573,HWB3 ,42095016700,SR 3020(LR 48063),State Highway Agency,,9.8,1,9,15,,,1939,0,N000000000,,6,7015,,,173.05,40.71803,-75.36806
PA018574,HWB3 ,42095016902,SR 3020(LR 48063),State Highway Agency,,9.8,1,11,15,,,1940,0,N000000000,,6,7015,,,207.66,40.71458,-75.35381
PA018575,HWB12,42095016400,SR 4003 (LR 48061),State Highway Agency,,9,2,16,15,,,1949,0,N000000000,,3,6437,,,524.44,40.71389,-75.49569
PA018576,HWB3 ,42095016400,SR 4003 (LR 48061),State Highway Agency,,10.2,1,18,10,,,1962,0,N000000000,,6,3728,,,324.2,40.72633,-75.49344
PA018577,HWB28,42095016001,SR4003(LR 48061),State Highway Agency,,6.3,2,4,0,,,1834,0,N000000000,,2,542,,,111.25,40.77069,-75.51208
PA018578,HWB3 ,42095016700,SR 4004 (LR 48082),State Highway Agency,,6.1,1,6,0,,,1924,0,N000000000,,6,1786,,,75.4,40.74158,-75.34631
PA018579,HWB3 ,42095015902,SR 4005 (LR 48052),State Highway Agency,,10.8,1,16,15,,,1960,0,N000000000,,3,408,,,305.13,40.77308,-75.46053
PA018580,HWB3 ,42095015901,SR 4006(LR 48085),State Highway Agency,,8.4,1,6,0,,,1950,0,N000000000,,6,478,,,103.83,40.74475,-75.40008
PA018581,HWB3 ,42095015902,SR 4007 (LR 48055),State Highway Agency,,10.8,1,13,0,,,1961,0,N000000000,,6,401,,,247.92,40.7825,-75.45608
PA018582,HWB3 ,42095015902,SR 4014 (LR 48043),State Highway Agency,,7.9,1,12,0,,,1935,0,N000000000,,6,408,,,181.35,40.79325,-75.43925
PA018583,HWB28,42095016002,SR 4020(LR 48059),State Highway Agency,,7.1,3,4,0,,,1889,0,N000000000,,6,681,,,162.98,40.75656,-75.57711
PA018584,HWB3 ,42095016001,SR 4020 (LR 48059),State Highway Agency,,7.9,1,8,45,,,1933,0,N000000000,,3,681,,,125.55,40.75664,-75.56594
PA018585,HWB3 ,42095016100,SR 4022 (LR 175),State Highway Agency,,14.8,1,6,10,,,1969,0,N000000000,,6,11364,,,182.94,40.75328,-75.6015
PA018586,HWB3 ,42095015801,SR 4025 (LR 48043),State Highway Agency,,7.9,1,12,0,,,1926,0,N000000000,,4,3453,,,167.4,40.77344,-75.31936
PA018587,HWB3 ,42095015901,SR 4025 (LR 48043),State Highway Agency,,6.2,1,9,0,,,1929,0,N000000000,,6,995,,,109.48,40.79992,-75.36725
PA018588,HWB3 ,42095017605,T-438,County Highway Agency,,6,1,15,0,,,1937,0,N000000000,,3,100,,,190.71,40.67683,-75.34947
PA018589,HWB17,42095017605,T-439,County Highway Agency,,13.1,2,13,0,,,1970,0,N000000000,,6,200,,,624.56,40.6815,-75.34111
PA018590,HWB3 ,42095016400,T-470,County Highway Agency,,5.2,1,15,0,,,1909,0,N000000000,,5,100,,,146.91,40.72339,-75.50064
PA018591,HWB3 ,42095016400,T-472 VALLEY RD,County Highway Agency,,10.4,1,15,0,,,1966,0,N000000000,,8,200,,,293.83,40.7325,-75.48836
PA018592,HWB28,42095016400,T-473,County Highway Agency,,7,3,6,10,,,1910,0,N000000000,,6,30,,,271.93,40.72722,-75.48608
PA018593,HWB3 ,42095016400,T-478,County Highway Agency,,7.6,1,12,5,,,1958,0,N000000000,,3,100,,,174.46,40.67697,-75.46228
PA018594,HWB3 ,42095015801,T-597 FILETOWN RD.,County Highway Agency,,6.1,1,19,0,,,1937,0,N000000000,,8,20,,,226.2,40.77183,-75.28119
PA018595,HWB3 ,42095015801,"T-624,HEYER MILL R",County Highway Agency,,7.3,1,16,0,,,1959,0,N000000000,,6,180,,,206.25,40.78097,-75.35567
PA018596,HWB3 ,42095015801,T-624,County Highway Agency,,6.7,1,7,45,,,1958,0,N000000000,,3,150,,,82.82,40.74286,-75.34692
PA018597,HWB3 ,42095015801,T-626 CLEARFIELD,County Highway Agency,,5.9,1,9,0,,,1917,0,N000000000,,4,150,,,93.76,40.77536,-75.33969
PA018598,HWB3 ,42095015801,"T-630,ALUTA MILL R",County Highway Agency,,6.1,1,13,0,,,1915,0,N000000000,,3,50,,,140.03,40.77233,-75.31453
PA018599,HWB4 ,42095016500,T-467 HILLSIDE RD,County Highway Agency,,8.4,1,6,0,,,1991,0,N000000000,,6,300,,,148.33,40.71667,-75.45
PA018600,HWB3 ,42095016500,T-482,County Highway Agency,,5.8,1,7,45,,,1920,0,N000000000,,3,100,,,81.93,40.71678,-75.44483
PA018601,HWB3 ,42095016500,T-482,County Highway Agency,,10.2,1,17,11,,,1966,0,N000000000,,5,200,,,342.21,40.70464,-75.44853
PA018602,HWB3 ,42095016500,T-489 STONE POST,County Highway Agency,,6.1,1,3,0,,,1917,0,N000000000,,6,100,,,86.17,40.73542,-75.40072
PA018603,HWB10,42095016500,"T503,JACKSONV.RD",Town Highway Agency,,8.1,2,12,30,,,1923,0,N000000000,,3,0,,,357.57,40.70808,-75.39814
PA018604,HWB12,42095017101,T-499 NEWLINS MILL,County Highway Agency,,4.9,2,10,0,,,1920,0,N000000000,,6,200,,,211.9,40.72886,-75.24761
PA018605,HWB17,42095017401,T-517,County Highway Agency,,12.8,2,15,0,,,1969,0,N000000000,,3,200,,,745.87,40.71733,-75.2455
PA018606,HWB3 ,42095017401,T-519,County Highway Agency,,10.1,1,32,0,,,1956,0,N000000000,,7,200,,,588.54,40.70072,-75.24192
PA018607,HWB4 ,42095016001,T-474 ASH RD,County Highway Agency,,8.6,1,16,0,,,1994,0,N000000000,,8,100,,,242.97,40.76333,-75.48
PA018608,HWB3 ,42095016001,T-474 S COTTONWOOD,County Highway Agency,,6.7,1,8,10,,,1927,0,N000000000,,3,100,,,94.65,40.78139,-75.49778
PA018609,HWB3 ,42095016001,T-477,County Highway Agency,,12.2,1,25,0,,,1970,0,N000000000,,3,200,,,581.65,40.73972,-75.48278
PA018610,HWB28,42095016001,T-511,County Highway Agency,,6.4,3,6,10,,,1826,0,N000000000,,3,80,,,214.72,40.76661,-75.51106
PA018611,HWB3 ,42095016002,T-532A EVERGREEN,County Highway Agency,,8.5,1,6,5,,,1964,0,N000000000,,3,300,,,105.07,40.76139,-75.557
PA018612,HWB3 ,42095016001,T-635 SPRUCE DR,County Highway Agency,,5.8,1,17,0,,,1913,0,N000000000,,3,80,,,204.83,40.74419,-75.48306
PA018613,HWB3 ,42095016001,T-811 INDIAN TRAIL,Town Highway Agency,,7.8,1,22,45,,,1939,0,N000000000,,2,1300,,,330.56,40.74375,-75.51214
PA018614,HWB3 ,42095015400,T-627,County Highway Agency,,5.8,1,10,5,,,1911,0,N000000000,,3,100,,,102.42,40.77208,-75.20964
PA018615,HWB4 ,42095015400,T-659 LITTLE CREEK,County Highway Agency,,8.2,1,7,9,,,1995,0,N000000000,,6,200,,,101.36,40.82,-75.16667
PA018616,HWB3 ,42095015400,T-661,County Highway Agency,,5.8,1,13,20,,,1937,0,N000000000,,7,150,,,143.38,40.79175,-75.11956
PA018617,HWB4 ,42095015400,T-678 BERRY HOLLOW,County Highway Agency,,8.5,1,14,0,,,1992,0,N000000000,,6,250,,,210.13,40.80833,-75.125
PA018618,HWB17,42095015400,T-684,County Highway Agency,,11.5,2,18,17,,,1981,0,N000000000,,5,200,,,670.12,40.78478,-75.18422
PA018619,HWB10,42095015400,T-684 LITTLE CREEK,County Highway Agency,,7.6,2,13,30,,,1946,0,N000000000,,6,150,,,362.34,40.79019,-75.18497
PA018620,HWB3 ,42095015400,T-684 LITTLE CREEK,County Highway Agency,,5.5,1,14,45,,,1911,0,N000000000,,6,150,,,145.68,40.795,-75.185
PA018621,HWB3 ,42095015400,T-684,County Highway Agency,,6.7,1,16,45,,,1957,0,N000000000,,3,150,,,189.29,40.79317,-75.18417
PA018622,HWB3 ,42095015400,T-684,County Highway Agency,,5.8,1,4,10,,,1917,0,N000000000,,4,150,,,71.69,40.78875,-75.18453
PA018623,HWB3 ,42095015400,T-684,County Highway Agency,,11.6,1,7,0,,,1969,0,N000000000,,5,200,,,143.38,40.81436,-75.181
PA018624,HWB3 ,42095015400,T-690 RASLEY HILL,County Highway Agency,,5.2,1,8,30,,,1929,0,N000000000,,8,100,,,82.64,40.80442,-75.18219
PA018625,HWB3 ,42095015400,T-692 MILLER RD,County Highway Agency,,7,1,13,25,,,1930,0,N000000000,,5,100,,,173.05,40.81775,-75.12228
PA018626,HWB28,42095018200,CONN LR48025&NJRTE,Local Toll Authority,,5.6,4,52,0,,,1904,0,N000000000,, ,5100,,,"1,967.81",40.82833,-75.085
PA018627,HWB3 ,42095017704,T-434 TWP LINE RD,County Highway Agency,,8.5,1,15,0,,,1964,0,N000000000,,3,300,,,240.15,40.69369,-75.37658
PA018628,HWB3 ,42095017605,T-436 GEORGETOWN,County Highway Agency,,6.1,1,13,50,,,1924,0,N000000000,,6,200,,,150.8,40.68333,-75.34333
PA018629,HWB28,42095016901,T-437,County Highway Agency,,8.5,2,8,0,,,1949,0,N000000000,,7,500,,,525.33,40.68881,-75.3525
PA018630,HWB3 ,42095016901,T-481 STEUBEN RD,County Highway Agency,,11,1,13,30,,,1977,0,N000000000,,3,500,,,252.51,40.69403,-75.36353
PA018631,HWB17,42095016901,T-481,County Highway Agency,,11,2,6,15,,,1918,0,N000000000,,3,500,,,271.93,40.69347,-75.36781
PA018632,HWB28,42095018002,T-376,County Highway Agency,,6.7,4,6,45,,,1858,0,N000000000,,3,150,,,366.76,40.56558,-75.34028
PA018633,HWB28,42095015902,T-544,County Highway Agency,,6.7,3,7,10,,,1839,0,N000000000,,3,50,,,283.94,40.78556,-75.45167
PA018634,HWB3 ,42095015902,T-557 POOL RD,County Highway Agency,,6.4,1,10,0,,,1915,0,N000000000,,2,150,,,113.01,40.74794,-75.47169
PA018635,HWB3 ,42095015902,T-564 CLUB RD,County Highway Agency,,7,1,15,0,,,1946,0,N000000000,,3,150,,,197.77,40.75717,-75.47419
PA018636,HWB3 ,42095015902,T-586 WALKER RD,County Highway Agency,,5.8,1,15,20,,,1911,0,N000000000,,3,150,,,163.87,40.765,-75.46444
PA018637,HWB3 ,42095015902,T-588 DELPS RD,County Highway Agency,,4.9,1,7,5,,,1920,0,N000000000,,3,80,,,95.35,40.79444,-75.42722
PA018638,HWB3 ,42095015500,T-619,County Highway Agency,,10.9,1,17,0,,,1979,0,N000000000,,3,100,,,346.45,40.77333,-75.26083
PA018639,HWB3 ,42095015500,"T-623,ENGLER RD.",County Highway Agency,,5.5,1,15,0,,,1910,0,N000000000,,6,100,,,155.39,40.78347,-75.26217
PA018640,HWB3 ,42095015500,T-629 GETZ RD,County Highway Agency,,5.2,1,7,30,,,1951,0,N000000000,,4,100,,,73.46,40.81381,-75.27181
PA018641,HWB3 ,42095015500,T-629,County Highway Agency,,6.7,1,7,0,,,1910,0,N000000000,,5,300,,,94.65,40.81486,-75.26642
PA018642,HWB3 ,42095015500,T-633 KNITTERS HIL,County Highway Agency,,10.4,1,10,0,,,1966,0,N000000000,,5,300,,,202.01,40.82617,-75.268
PA018643,HWB3 ,42095015500,T-646,County Highway Agency,,11,1,15,10,,,1968,0,N000000000,,5,200,,,310.78,40.821,-75.28561
PA018644,HWB3 ,42095015500,T-646,County Highway Agency,,6.7,1,7,15,,,1960,0,N000000000,,6,100,,,94.65,40.83094,-75.26772
PA018645,HWB15,42095015500,T-695,Town Highway Agency,,7.1,2,22,46,,,1958,0,H050200000,,N,800,,,601.78,40.85167,-75.30167
PA018647,HWB3 ,42095015400,T-684,County Highway Agency,,6.1,1,11,5,,,1926,0,N000000000,,5,150,,,118.49,40.79553,-75.18289
PA018648,HWB4 ,42095018200,T-685 STONE CHURCH,County Highway Agency,,9.1,1,6,20,,,1992,0,N000000000,,8,150,,,96.41,40.87167,-75.10167
PA018649,HWB3 ,42095018200,T-701,County Highway Agency,,7.9,1,7,0,,,1930,0,N000000000,,5,150,,,111.6,40.91006,-75.12697
PA018650,HWB3 ,42095018200,T-701 JACOBY CREEK,County Highway Agency,,7.9,1,6,0,,,1930,0,N000000000,,6,100,,,97.65,40.90892,-75.13214
PA018651,HWB4 ,42095018200,T-703,County Highway Agency,,8.6,1,10,0,,,1995,0,N000000000,,6,150,,,167.04,40.90833,-75.10833
PA018652,HWB4 ,42095018300,T-703 JACOBY CREEK,County Highway Agency,,7,1,9,15,,,1993,0,N000000000,,6,200,,,111.25,40.91667,-75.10833
PA018653,HWB5 ,42095018200,T-712 HEMLOCK DR,County Highway Agency,,4.9,2,3,20,,,1910,0,N000000000,,6,100,,,84.76,40.86,-75.12667
PA018654,HWB4 ,42095018300,T-724 BANGOR VEIN,County Highway Agency,,8.6,1,11,20,,,1992,0,N000000000,,8,150,,,167.04,40.90333,-75.19167
PA018655,HWB28,42095018300,T-797,Town Highway Agency,,13.4,2,6,40,,,1974,0,N000000000,,6,170,,,307.6,40.90667,-75.17167
PA018656,HWB3 ,42095018300,"T-799,FOX GAP ROAD",Town Highway Agency,,10.8,1,9,0,,,1979,0,N000000000,,5,530,,,190.71,40.89994,-75.20153
PA018657,HWB3 ,42095018200,T-806 (RIVER ROAD),Town Highway Agency,,8.4,1,7,30,,,1946,0,N000000000,,3,450,,,118.66,40.85303,-75.09292
PA018658,HWB3 ,42095018200,T-806 (RIVER ROAD),Town Highway Agency,,5.3,1,18,45,,,1913,0,N000000000,,6,450,,,168.46,40.85333,-75.09167
PA018659,HWB3 ,42095018200,T-807 (SHADY LANE),Town Highway Agency,,5.8,1,10,30,,,1908,0,N000000000,,6,140,,,102.42,40.85633,-75.09119
PA018660,HWB3 ,42095018200,T-807 (SHADY LANE),Town Highway Agency,,8.2,1,16,30,,,1946,0,N000000000,,5,140,,,246.15,40.86064,-75.09106
PA018661,HWB3 ,42095016700,T-483,County Highway Agency,,14,1,11,90,,,1973,0,N000000000,,5,350,,,296.65,40.71642,-75.36856
PA018662,HWB3 ,42095015901,T-511 FOX RUN RD,County Highway Agency,,5.5,1,9,0,,,1945,0,N000000000,,3,100,,,97.12,40.73844,-75.37797
PA018663,HWB3 ,42095015300,T-625,County Highway Agency,,5.8,1,13,0,,,1911,0,N000000000,,3,100,,,143.38,40.81528,-75.20028
PA018664,HWB3 ,42095015300,T-551,County Highway Agency,,6.7,1,7,0,,,1922,0,N000000000,,3,100,,,82.82,40.82517,-75.21011
PA018665,HWB5 ,42095015300,T-667,County Highway Agency,,6.7,2,6,0,,,1922,0,N000000000,,3,200,,,165.63,40.82575,-75.20769
PA018666,HWB3 ,42095015300,T-678,County Highway Agency,,8.5,1,10,30,,,1965,0,N000000000,,3,150,,,165.1,40.82619,-75.17553
PA018667,HWB10,42095015300,T-708,County Highway Agency,,8.2,2,9,5,,,1939,0,N000000000,,3,400,,,347.51,40.84439,-75.20225
PA018668,HWB3 ,42095011300,ROAD TO FIRE LANE,City Highway Agency,,10.8,1,24,30,,,1952,0,N000000000,,3,200,,,457.7,40.60489,-75.34369
PA018669,HWB28,42095011300,HIGH ST,Railroad,,4.9,3,9,10,,,1910,0,67000000,,N,710,,,222.49,40.59167,-75.345
PA018670,HWB3 ,42095011300,LYNN AVE,City Highway Agency,,6.6,1,61,0,,,1928,0,68800000,,N,1930,,,722.57,40.61,-75.35
PA018671,HWB3 ,42095011300,"HIGH ST,BETHLEHEM",County Highway Agency,,6.3,1,40,60,,,1936,0,N000000000,,3,100,,,456.11,40.59092,-75.34803
PA018672,HWB12,42095011300,SAUCON PARK ROAD,County Highway Agency,,13.7,2,13,0,,,1967,0,N000000000,,3,200,,,701.55,40.59661,-75.34547
PA018673,HWB28,42077009500,BROAD STREET,County Highway Agency,,18.3,5,30,90,,,1909,0,H000000000,,6,4000,,,"4,233.15",40.6225,-75.38361
PA018675,HWB3 ,42077009500,LEHIGH ST.,County Highway Agency,,18.6,1,24,45,,,1967,0,N000000000,,3,3000,,,853.94,40.61689,-75.38097
PA018676,HWB12,42095010200,ILLICKS MILL ROAD,County Highway Agency,,16.2,2,12,0,,,1932,0,N000000000,,5,1000,,,772.36,40.64136,-75.37939
PA018677,HWB3 ,42095010200,BRIDLE PATH ROAD,County Highway Agency,,6.4,1,24,0,,,1948,0,N000000000,,3,300,,,282.53,40.65036,-75.38086
PA018678,HWB28,42095017703,T-431,County Highway Agency,,8.2,4,7,15,,,1911,0,N000000000,,3,400,,,608.14,40.65414,-75.38136
PA018679,HWB28,42095017300,GLENDON HILL RD,City Highway Agency,,5.5,3,36,0,,,1905,0,N000000000,,3,50,,,"1,058.60",40.67011,-75.23764
PA018680,HWB15,42095014400,BUSHKILL ST,City Highway Agency,,14.5,2,26,43,,,1953,0,N000000000,,4,2200,,,"1,357.02",40.69394,-75.21372
PA018681,HWB28,42095014400,US 22(ALT)(LR 175),Local Toll Authority,,10.1,3,91,0,,,1924,0,N000000000,, ,31769,,,"3,049.71",40.69167,-75.205
PA018682,HWB3 ,42095014400,US 22,Private,,14,1,168,0,,,1937,0,N000000000,, ,31769,,,"4,153.16",40.69,-75.205
PA018683,HWB3 ,42095014400,US 22,Private,,17.7,1,11,0,,,1950,0,H048000000,, ,31769,,,406.31,40.695,-75.205
PA018685,HWB3 ,42095014400,US 22,Private,,18.9,1,25,0,,,1950,0,H050500000,, ,31769,,,867.71,40.695,-75.20833
PA018687,HWB12,42095014400,US 22,Private,,18.6,3,13,30,,,1950,0,H045900000,, ,31769,,,"1,248.07",40.695,-75.21
PA018689,HWB3 ,42095016600,MILL ST,County Highway Agency,,6.1,1,13,30,,,1936,0,N000000000,,3,900,,,150.8,40.72339,-75.39475
PA018690,HWB3 ,42095016600,NORTHAMPTON ST.,County Highway Agency,,14.6,1,9,0,,,1934,0,N000000000,,3,700,,,257.81,40.72697,-75.39531
PA018691,HWB3 ,42095016600,CREEK ROAD,County Highway Agency,,14,1,16,0,,,1976,0,N000000000,,3,50,,,395.54,40.732,-75.39742
PA018692,HWB3 ,42095016500,T-496,County Highway Agency,,10.8,1,7,30,,,1981,0,N000000000,,3,100,,,133.49,40.73539,-75.39986
PA018693,HWB3 ,42095017300,HIGH ST,County Highway Agency,,7.6,1,38,0,,,1910,0,45700000,,3,80,,,563.64,40.67167,-75.23667
PA018694,HWB3 ,42095017902,FRONT ST,City Highway Agency,,18.3,1,7,2,,,1937,0,N000000000,,3,2200,,,258.51,40.57853,-75.34258
PA018695,HWB3 ,42095017902,HARRIS ST,City Highway Agency,,6,1,7,0,,,1954,0,N000000000,,3,760,,,74.16,40.5785,-75.34167
PA018696,HWB3 ,42095017901,NORTHAMPTON ST,City Highway Agency,,17.3,1,6,0,,,1920,0,N000000000,,7,1900,,,213.84,40.57878,-75.33914
PA018697,HWB3 ,42095017901,RENTZHEIMER DR,City Highway Agency,,15.3,1,7,0,,,1960,0,N000000000,,5,2300,,,189.12,40.57925,-75.33708
PA018698,HWB12,42095018002,T-387,County Highway Agency,,12.5,2,12,0,,,1970,0,N000000000,,3,200,,,573.89,40.57219,-75.34489
PA018699,HWB3 ,42095016202,MAIN STREET,County Highway Agency,,15.5,1,20,15,,,1965,0,N000000000,,5,1000,,,574.77,40.67931,-75.489
PA018700,HWB12,42095018300,CONNECT PA611 &I80,Private,,9.8,10,45,0,,,1952,0,H042600000,,6,6351,,,"6,904.63",40.92,-75.09333
PA018702,HWB3 ,42095015201,COLUMBUS ST,County Highway Agency,,14.6,1,13,0,,,1924,0,N000000000,,4,300,,,335.15,40.88094,-75.21197
PA018703,HWB24,42095017000,T-627 LEFEVRE RD,County Highway Agency,,5.2,2,8,0,,,1914,0,N000000000,,7,250,,,146.91,40.75639,-75.26144
PA018704,HWB10,42095017300,24TH ST,City Highway Agency,,10.9,3,8,0,,,1931,0,72600000,,N,500,,,500.43,40.67667,-75.24167
PA018705,HWB3 ,42095015700,MALE STREET,City Highway Agency,,13.3,1,10,0,,,1960,0,N000000000,,3,1384,,,258.34,40.83819,-75.29808
PA018706,HWB3 ,42095018100,CANAL ROAD,State Park Reservation Ag,,5.6,1,7,0,,,1832,0,N000000000,,6,55,,,89,40.62667,-75.19167
PA018707,HWB3 ,42095018100,CANAL ROAD,State Park Reservation Ag,,8.2,1,10,13,,,1900,0,N000000000,,6,55,,,159.28,40.62667,-75.19167
PA018708,HWB3 ,42095018100,CANAL ROAD,State Park Reservation Ag,,6.5,1,14,0,,,1832,0,N000000000,,6,55,,,172.17,40.63667,-75.19333
PA018709,HWB12,42095018100,TOWPATH ACCESS PAT,State Park Reservation Ag,,3.5,2,9,0,,,1832,0,N000000000,,6,1,,,211.9,40.66833,-75.18167
